sentence,priority
A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,2
"Unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .",2
Tsai Ming-liang 's ghosts are painfully aware of their not-being .,2
"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",2
"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",2
Will no doubt delight Plympton 's legion of fans ; others may find 80 minutes of these shenanigans exhausting .,2
A hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,2
Newcomer helmer Kevin Donovan is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .,2
"Even fans of Ismail Merchant 's work , I suspect , would have a hard time sitting through this one .",2
"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",2
This overproduced and generally disappointing effort is n't likely to rouse the Rush Hour crowd .,2
"... the story is far-flung , illogical , and plain stupid .",2
"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2
It makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens,2
All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,2
"Fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",2
"Bad Company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",2
"A bowel-curdling , heart-stopping recipe for terror .",2
"It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .",2
"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .",2
"Now it 's a bad , embarrassing movie .",2
"Too stupid to be satire , too obviously hateful to be classified otherwise , Frank Novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",2
One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,2
"Richard Pryor mined his personal horrors and came up with a treasure chest of material , but Lawrence gives us mostly fool 's gold .",2
"Sit through this one , and you wo n't need a magic watch to stop time ; your DVD player will do it for you .",2
Audiences will find no mention of political prisoners or persecutions that might paint the Castro regime in less than saintly tones .,2
"I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .",2
"A mess , but it 's a sincere mess .",2
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,2
"They just have problems , which are neither original nor are presented in convincing way .",2
"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",2
The movie is a dud .,2
"Nothing Denis has made before , like Beau Travil and Nenette et Boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",2
"Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .",2
"The problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of Auschwitz II-Birkenau .",2
"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",2
Plotless collection of moronic stunts is by far the worst movie of the year .,2
The film seems a dead weight .,2
And forget about any attempt at a plot !,2
Barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .,2
... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,2
"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",2
Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,2
Possibly the most irresponsible picture ever released by a major film studio .,2
... hypnotically dull .,2
"Occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",2
The film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .,2
Nearly every attempt at humor here is DOA .,2
Marries the amateurishness of The Blair Witch Project with the illogic of Series 7 : The Contenders to create a completely crass and forgettable movie .,2
"This movie is so bad , that it 's almost worth seeing because it 's so bad .",2
"Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .",2
