sentence,priority
Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed .,2
"A perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .",2
Two badly interlocked stories drowned by all too clever complexity .,2
... what a banal bore the preachy Circuit turns out to be,2
At least one scene is so disgusting that viewers may be hard pressed to retain their lunch .,2
What emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice .,2
"Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",2
would seem to have a lock on the title of ugliest movie of the year .,2
the film tunes into a grief that could lead a man across centuries .,2
A fifty car pileup of cliches .,2
"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",2
No big hairy deal .,2
"Crossroads feels like a teenybopper Ed Wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .",2
"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .",2
Aggravating and tedious .,2
"Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",2
"A tired , predictable , bordering on offensive , waste of time , money and celluloid .",2
"A dull , dumb and derivative horror film .",2
"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",2
"Made me feel uneasy , even queasy , because -LRB- Solondz 's -RRB- cool compassion is on the border of bemused contempt .",2
"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",2
It still feels like a prison stretch .,2
"A weird , arresting little ride .",2
"You 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",2
"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .",2
"Every time you look , Sweet Home Alabama is taking another bummer of a wrong turn .",2
A humorless journey into a philosophical void .,2
"Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",2
"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",2
"There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .",2
That 's a cheat .,2
There 's not one decent performance from the cast and not one clever line of dialogue .,2
"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",2
"Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .",2
A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,2
"A boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",2
Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,2
"Things really get weird , though not particularly scary : the movie is all portent and no content .",2
"Further sad evidence that Tom Tykwer , director of the resonant and sense-spinning Run Lola Run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",2
"Partway through watching this saccharine , Easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected TV show .",2
"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",2
His warriors collide in balletic explosion that implies an underlying order throughout the chaos .,2
"Spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",2
You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,2
Its appeal will probably limited to LDS Church members and undemanding armchair tourists .,2
"At a time when we 've learned the hard way just how complex international terrorism is , Collateral Damage paints an absurdly simplistic picture .",2
"Seems based on ugly ideas instead of ugly behavior , as Happiness was ... Hence , Storytelling is far more appealing .",2
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .",2
This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .,2
Confirms the nagging suspicion that Ethan Hawke would be even worse behind the camera than he is in front of it .,2
A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,2
... a weak and ineffective ghost story without a conclusion or pay off .,2
Bullock 's complete lack of focus and ability quickly derails the film,2
"Here , alas , it collapses like an overcooked souffl̩ .",2
"The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .",2
